ITEM_ID,ITEM_START,COICOP2,COICOP3,COICOP4,COICOP5,Category1,Category2,ITEM_DESC,WEIGHT\SIZE,AVERAGE_PRICE
440237,200102,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Fees and service charges of brokers; investment counsellors,Services,Other,TBC5,,
440238,200102,Education,Education,Education,// Pre primary; primary and secondary education( incl not definable by level) Rolled,Services,Educational services,Private school fees,,
440239,200102,Education,Education,Education,Tertiary education,Services,Educational services,University tuition (UK students),,
440240,200202,Miscellaneous goods and services,Other services (nec),Other Services Not Elsewhere covered,Legal services and accountancy,Services,Other,Standard will for a single person,,315.619
440241,200102,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Fees and service charges of brokers; investment counsellors,Services,Other,Stockbroker commission fee,,
440243,200302,Education,Education,Education,// Pre primary; primary and secondary education( incl not definable by level) Rolled,Services,Educational services,Educational class,,
440246,200302,Miscellaneous goods and services,Insurance,Health insurance,Health insurance,Services,Other,Pet insurance,,
440247,200402,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Charges by banks and post offices,Services,Banks and post offices,Bankers draft,,
440250,200402,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Charges by banks and post offices,Services,Banks and post offices,Current account fees,,
440252,200501,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Charges by banks and post offices,Services,Banks and post offices,Money transfers,,
440254,200501,Miscellaneous goods and services,Other services (nec),Other Services Not Elsewhere covered,Legal services and accountancy,Services,Other,Solicitor,hourly rate,300.631
440255,200702,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Charges by banks and post offices,Services,Banks and post offices,Credit card fees,,
440256,200702,Miscellaneous goods and services,Financial services (nec),Other financial services (nec),Charges by banks and post offices,Services,Banks and post offices,Mortgage arrangement fees,,
440257,201002,Miscellaneous goods and services,Insurance,House contents insurance,House contents insurance,Services,Other,Household Services Maint Policy,,
440258,201102,Miscellaneous goods and services,Other services (nec),Other Services Not Elsewhere covered,Other fees and services,Services,Other,Dating agency fees,,
440302,202302,Communication,Postal services,Postal Services,Postal Services,Services,Delievery services,Letter handling services,,
440303,202302,Communication,Postal services,Postal Services,Postal Services,Services,Delievery services,Parcel delivery services,,
440401,198702,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Wired telephone services,Services,Telephone services,Telephone charges,,
440402,199806,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Wireless telephone services,Services,Telephone services,Mobile phone charges,,
440403,200102,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Wired telephone services,Services,Telephone services,Cable telephones service,,
440405,200302,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Wired telephone services,Services,Telephone services,Directory enquiries,,
440406,200402,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Internet access provision services,Services,Telephone services,Internet subscription,,
440409,201202,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Bundled telecommunication services,Services,Telephone services,Bundled telecoms services,,
440410,202502,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Mobile telephone equipment,Recreation and culture,Other,Mobile phone apps,,
510104,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's jacket/coat,,78.837
510106,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's jeans,,45.751
510108,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's knitted jumper,,35.892
510109,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's formal long sleeve shirt,,31.323
510113,199302,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's casual short sleeve top,,31.732
510117,199702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's formal trousers,,45.049
510118,199702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's casual trousers,,42.167
510120,199702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's jumper or sweatshirt,,36.37
510122,199702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's tracksuit/jogging bottoms,,
510124,200002,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's shorts,,
510126,200202,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's branded t-shirt,,
510127,200302,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's official football shirt,,
510128,200402,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's branded sports sweatshirt,,46.933
510130,200602,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's coat,3/4 to full length,119.492
510131,201102,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's casual shirt,,35.21
510132,201302,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's short sleeved t-shirt,,16.082
510133,202102,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's loungewear bottoms,,26.259
510134,202202,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's formal jacket/blazer,,136.76
510206,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's blouse/shirt,,27.675
510208,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's formal jacket,,49.518
510212,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's jumper,,27.861
510215,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's basic plain t-shirt,,10.995
510219,199702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's casual outer jacket,,51.665
510223,199702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's long sleeve top,,18.259
510233,199902,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's cardigan,,27.721
510235,200102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's casual trousers,,26.86
510236,200102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's formal trousers,,28.905
510237,200102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's casual skirt,,27.056
510238,200102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's formal skirt,,
510244,200102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's vest/strappy top,,
510245,200202,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's dress,,37.459
510246,200202,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's short-sleeve/sleeveless sports top,,
510248,200402,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's non-branded jeans,,27.825
510249,200402,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's branded jeans,,
510250,200602,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's coat,,70.269
510254,200602,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's sportswear shorts,,
510255,200602,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's swimwear,,
510256,200802,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's showerproof jacket,,
510257,201102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's casual blouse/shirt,,24.67
510258,201602,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's full length leggings,,11.925
510259,201602,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's short-sleeve/sleeveless formal top,,20.872
510260,201802,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's exercise leggings,,
510261,202102,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's sweatshirt,,
510324,200202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,School trousers (5-13 yrs.),,11.277
510328,200202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Boy's jeans (5-13 yrs.),,11.145
510330,200202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Baby grow or sleepsuit (0-2 yrs.),,5.449
510336,200202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Girl's skirt for school (5-13 yrs.),,8.66
510340,200402,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Girl's fashion top (12-13 yrs.),,11.728
510344,200602,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Girl's trousers non-denim (5-13 yrs.),,13.825
510347,201102,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Girl's jacket (5-13 yrs.),,27.057
510348,201602,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Boy's t-shirt (3-13 yrs.),,12.482
510349,201802,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Girl's leggings (5-13 yrs.),,6.439
510350,202102,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Boy's jumper/sweatshirt/cardigan,,12.792
510351,202102,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Infant's trousers (0-2 yrs.),,8.402
510352,202102,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Infant's jumper/sweatshirt/cardigan,,9.507
510353,202302,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Infant's dress (0-2 yrs.), ,16.07
510402,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's pants/boxers,,
510405,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's nightdress/pyjamas,,21.5
510406,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's pants,,4.993
510407,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Bra,cup size A-D range,17.35
510413,198702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's socks,1 pair,3.862
510415,198702,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Women's tights,,
510419,198702,Clothing and footwear,Clothing,Other clothing and clothing accessories,Other articles of clothing,Clothing and footwear,Men's clothing,Men's tie,,15.835
510429,199702,Clothing and footwear,Clothing,Other clothing and clothing accessories,Clothing accessories,Clothing and footwear,Accessories,Knitting wool,100g,2.398
510432,201102,Clothing and footwear,Clothing,Other clothing and clothing accessories,Other articles of clothing,Clothing and footwear,Accessories,Lady's scarf,one,17.31
510433,201702,Clothing and footwear,Clothing,Garments,Garments for men,Clothing and footwear,Men's clothing,Men's base layer top,,29.487
510434,201902,Clothing and footwear,Clothing,Other clothing and clothing accessories,Other articles of clothing,Clothing and footwear,Accessories,Adult hat/cap,one,16.665
510435,202202,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Women's clothing,Sports bra/crop top,,
510436,202202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Child's pyjamas (3-13 yrs.),,12.606
510437,202202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Child's pants (3-13 yrs.),1 pair,1.123
510438,202202,Clothing and footwear,Clothing,Garments,Garments for inf ( to yrs) & child ( to yrs),Clothing and footwear,Children's clothing,Child's socks,1 pair,1.227
510439,202302,Clothing and footwear,Clothing,Other clothing and clothing accessories,Other articles of clothing,Clothing and footwear,Accessories,Men's belt,one,21.083
510440,202402,Clothing and footwear,Clothing,Garments,Garments for women,Clothing and footwear,Accessories,Women's socks,1 pair,2.742
510501,198702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for men,Clothing and footwear,Men's footwear,Men's formal shoes,,55.51
510506,198702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's sandals,,40.163
510507,198702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for infants and children,Clothing and footwear,Children's footwear,Boy's school shoes,,
510508,198702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for infants and children,Clothing and footwear,Children's footwear,Girl's school shoes,,
510515,199702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for men,Clothing and footwear,Men's footwear,Men's casual shoes,,60.915
510516,199702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for men,Clothing and footwear,Men's footwear,Men's training shoes,,49.861
510517,199702,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's training shoe,,
510528,200302,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for infants and children,Clothing and footwear,Children's footwear,Child's sports trainers,,34.46
510529,200402,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's boots,,54.024
510530,200402,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's flat shoes,,42.887
510533,201102,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's high heeled shoes,,
510536,202502,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for men,Clothing and footwear,Men's footwear,Men's walking/hiking boots,,102.173
510537,202502,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for women,Clothing and footwear,Women's footwear,Women's canvas shoes,,17.615
510538,202502,Clothing and footwear,Footwear including repairs,Footwear including repairs,Footwear for men,Clothing and footwear,Men's footwear,Men's sliders,,21.583
520103,198702,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Other personal effects nec,Clothing and footwear,Accessories,Ladies folding umbrella,,
520109,198902,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Travel goods,Clothing and footwear,Accessories,Ladies' handbag/shoulder bag,one,32.686
520118,199602,"Furniture, household equipment and maintenance","Glassware, tableware and household utensils","Glassware, Tableware and Household Utensils",Glassware; crystal-ware; ceramic ware and chinaware,Household items,Chinaware and glassware,Flower vase,,8.04
520123,200002,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Jewellery,Clothing and footwear,Accessories,Earrings,,
520130,200302,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Jewellery,Clothing and footwear,Accessories,Solid gold ring,9ct,394.09
520131,200402,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Clocks and watches,Clothing and footwear,Accessories,Men's analogue watch,one,207.209
520132,200402,"Furniture, household equipment and maintenance","Furniture, furnishings and carpets",Furniture and furnishings,Other furniture and furnishings,Household items,Furniture,Wall hanging mirror,,54.984
520134,200501,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Travel goods,Household items,Travel,Luggage trolley case,60-70cm,55.569
520135,200702,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Jewellery,Clothing and footwear,Accessories,Diamond solitaire ring,,
520136,200802,Miscellaneous goods and services,Personal effects (nec),Other personal effects,Other personal effects nec,Household items,Furniture,Photo frame,,10.808
520137,200802,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Jewellery,Clothing and footwear,Accessories,Sterling silver earrings,1 pair,26.424
520138,201102,Health,"Medical products, appliances and equipment",/ Other medical and therapeutic equipment,Corrective eye-glasses and contact lenses,Health,Glasses and contact lenses,Spectacle frames with lens,,83.522
520139,201302,Health,"Medical products, appliances and equipment",/ Other medical and therapeutic equipment,Corrective eye-glasses and contact lenses,Health,Glasses and contact lenses,Daily disposable soft lenses,pack of 30 pairs,35.061
520140,201402,Miscellaneous goods and services,Personal effects (nec),"Jewellery, clocks and watches",Jewellery,Clothing and footwear,Accessories,Fashion necklace,one,14.727
520141,201502,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Mobile telephone equipment,Recreation and culture,Other,Mobile phone accessory,,
520142,202002,"Furniture, household equipment and maintenance","Glassware, tableware and household utensils","Glassware, Tableware and Household Utensils",Non-electric kitchen utensils and articles,Household items,Travel,Re-usable bottle/mug,,
520143,202102,Communication,/ Telephone and telefax equip,Telephone and Telefax Equipment & Services,Mobile telephone equipment,Household items,Electrical,Smartwatch,,
520202,198702,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Indigestion tablets,pack of 16-24,
520207,198702,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,NHS prescription charges,,
520209,198702,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Toothpaste,,
520213,198702,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Tissues,large box,1.642
520215,198702,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Facial moisturiser,50-150ml,
520216,198702,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Deodorant/anti perspirant,50-250ml,2.515
520219,198802,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Babies,Disposable nappies,pack of 20-60,
520222,199202,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Multi-vitamin tablets,,
520223,199302,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Mascara,,9.929
520226,199602,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Shampoo,250-400ml,4.229
520227,199702,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Pain killer tablets,pack of 16-24,
520228,199702,Health,"Medical products, appliances and equipment",/ Other medical and therapeutic equipment,Other medical products nec,Health,Personal health,Plasters,pack of 20-40,
520230,199902,Health,"Medical products, appliances and equipment",/ Other medical and therapeutic equipment,Pregnancy test and mechanical contraceptive devices,Health,Personal health,Condoms,pack of 3-14,
520234,200102,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Perfume/aftershave,,
520235,200102,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal health,Sunscreen,15 SPF,8.78
520236,200202,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Women's permanent hair colourant,60-140ml,8.238
520237,200302,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Hair gel,150-200ml,3.791
520238,200302,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Shower gel,150-250ml,
520241,200501,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Non-electrical appliances,Health,Personal hygiene and wellness,Razor cartridge blades,pack of 3-8,12.395
520242,200602,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Cold/flu drink powder sachets,pack of 10,5.318
520243,200602,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Liquid foundation,30-35ml,10.753
520244,200702,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Non-electrical appliances,Health,Personal hygiene and wellness,Toothbrush,-,
520245,201002,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Antihistamine allergy tablets,-,
520246,201002,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Lip gloss,,
520247,201002,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Liquid soap,200-300ml,1.341
520248,201102,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Conditioner for hair,-,
520249,201202,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Babies,Baby wipes,pack of 50-85,
520250,201602,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Nail varnish,6-14ml,5.176
520251,201702,Health,"Medical products, appliances and equipment",Pharmaceutical products,Pharmaceutical products,Health,Personal health,Cough syrup,150-200ml,5.523
520252,201802,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Body moisturiser,200-400ml,
520253,202002,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Self tanning product,,
520255,202302,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Mouthwash,300-600ml,3.527
520256,202302,Miscellaneous goods and services,Personal care,/ Appliances and products for personal care,Articles for personal hygiene and wellness,Health,Personal hygiene and wellness,Sanitary towels,pack of 10-20,
520301,198702,Miscellaneous goods and services,Personal care,Hairdressing and personal grooming establishments,Hairdressing for men and children,Services,Hairdressing,Men's haircut,,16.877
520303,198702,Miscellaneous goods and services,Personal care,Hairdressing and personal grooming establishments,Hairdressing for women,Services,Hairdressing,Women's hairdressing (cut & blow dry),,42.874
520311,199402,Miscellaneous goods and services,Personal care,Hairdressing and personal grooming establishments,Hairdressing for women,Services,Hairdressing,Women's highlighting,,85.827
520313,199802,Health,Out-patient services,"/ Medical services, paramedical services",Paramedical services,Services,Health,Physiotherapy (private),per session,57.171
520318,200002,Miscellaneous goods and services,Personal care,Hairdressing and personal grooming establishments,Personal grooming treatments,Services,Other,Slimming clubs,,
520324,200202,Miscellaneous goods and services,Social protection,Social Protection,Retire homes for elderly/residences for disabled,Services,Care,Residential home,per week,1210.293
520325,200202,Health,Hospital services,Hospital Services,Hospital Services,Services,Care,Nursing home,per week,1431.831
520326,200302,Health,Out-patient services,Dental services,Dental services,Services,Health,Private dental examination,,55.705
520328,200302,Miscellaneous goods and services,Insurance,Health insurance,Health insurance,Services,Health,Dental insurance,,
520331,200402,Miscellaneous goods and services,Personal care,Hairdressing and personal grooming establishments,Personal grooming treatments,Services,Health,Basic manicure,,22.167
520332,200501,Health,Out-patient services,"/ Medical services, paramedical services",Paramedical services,Services,Health,Chiropractor (private),per session,64.076
520333,200802,Recreation and culture,"Other recreational items, gardens and pets","Gardens, plants and flowers",Plants and flowers,Services,Other,Next day flower bouquet delivery,,
520334,202502,Health,Out-patient services,Dental services,Dental services,Services,Health,NHS dental charges (routine),,
520335,202502,Health,Out-patient services,Dental services,Dental services,Services,Health,NHS dental charges (other),,
610110,199902,Recreation and culture,Other major durables for recreation and culture,/ Major durables for in/outdoor recreation,Camper vans,Transport,Vehicle,Caravan,,
610112,200402,Transport,Purchase of vehicles,/ Motorcycles and bicycles,Motor cycles,Transport,Vehicle,Motorcycle,,
610113,201202,Transport,Purchase of vehicles,New Cars,New Cars,Transport,Vehicle,New petrol/diesel,,
610114,202102,Transport,Purchase of vehicles,New Cars,New Cars,Transport,Vehicle,New electric/hybrid car,,
610115,202302,Transport,Purchase of vehicles,/ Motorcycles and bicycles,Motor cycles,Transport,Bikes and cycling equipment,Adult electric bike, ,1587.421
610204,198702,Transport,Operation of personal transport equipment,Spare parts and accessories,Tyres,Transport,Spare parts,Car tyre,,87.074
610207,198702,Transport,Operation of personal transport equipment,Spare parts and accessories,Spare parts for personal transport equipment,Transport,Spare parts,Car spare parts,,
610221,199302,Transport,Operation of personal transport equipment,Spare parts and accessories,Spare parts for personal transport equipment,Transport,Spare parts,Windscreen wipers,,
610227,199902,Transport,Operation of personal transport equipment,Other services,Driving lessons; test licences and road worthiness tests,Transport,Services,Car MOT test fee,,48.077
610228,200202,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Roadside recovery,,
610231,200402,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Car service (local garage),,209.718
610232,200402,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Car service (main dealer),,334.265
610235,200602,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Car repairs (main dealer),,145.358
610236,200602,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Car repairs (local garage),,76.78
610237,201302,Transport,Operation of personal transport equipment,Spare parts and accessories,Spare parts for personal transport equipment,Transport,Spare parts,Car bulb,12 volts,
610238,201402,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Car wash (hand or automatic),,7.54
610241,201902,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Wheel alignment,,
610242,202202,Transport,Operation of personal transport equipment,Maintenance and repairs,Maintenance and repairs,Transport,Services,Exhaust fitting,,215.251
610303,198702,Transport,Operation of personal transport equipment,Fuels and lubricants,Lubricants,Transport,Spare parts,Multigrade oil,per litre,14.918
610309,200702,Transport,Operation of personal transport equipment,Fuels and lubricants,Diesel,Transport,Petrol and diesel,Ultra low sulphur diesel,,
610310,200702,Transport,Operation of personal transport equipment,Fuels and lubricants,Petrol,Transport,Petrol and diesel,Ultra low sulphur petrol,,
610409,198702,Transport,Operation of personal transport equipment,Other services,Driving lessons; test licences and road worthiness tests,Transport,Services,Vehicle tax,,
610417,199602,Miscellaneous goods and services,Insurance,Transport insurance,Motor vehicle insurance,Transport,Services,Car insurance,,
620101,198702,Transport,Transport services,Passenger transport by railway,Passenger transport by underground and tram,Transport,Fares,London rail transport fares,,
620105,199502,Transport,Transport services,Passenger transport by railway,Passenger transport by underground and tram,Transport,Fares,Other underground/metro fares,,
620106,199702,Transport,Transport services,Passenger transport by railway,Passenger transport by train,Transport,Fares,Euro tunnel fares,,
620203,198702,Transport,Transport services,Passenger transport by road,Passenger transport by bus and coach,Transport,Fares,Coach fare,,
620205,200702,Transport,Transport services,Passenger transport by road,Passenger transport by bus and coach,Transport,Fares,Bus fare,,
620302,198702,Transport,Transport services,Passenger transport by road,Passenger transport by taxi & hired car with driver,Transport,Fares,Taxi fare,,
620303,198702,Transport,Operation of personal transport equipment,Other services,Hire of garages; parking spaces and personal transport equipment,Transport,Vehicle hire,Self drive van hire,per day,74.311
